0_age,1_categorical,2_fnlwgt,3_categorical,4_categorical,5_categorical,6_categorical,7_categorical,8_categorical,9_categorical,10_capital_gain,11_capital_loss,12_hours_per_week,13_categorical,14_categorical
44.59,10,92030.49,4,1,2,3,10,4,2,0.0,0.0,28.92,3,11
37.48,10,28002.79,2,2,5,2,2,2,1,0.0,0.0,58.05,11,9
31.47,6,101939.43,3,1,5,3,8,2,0,0.0,0.0,38.33,6,0
52.38,5,115064.57,3,6,1,0,1,0,2,0.0,0.0,45.41,9,4
21.75,9,191976.33,3,3,3,4,4,3,0,0.0,0.0,42.05,3,7
32.51,7,76205.35,1,2,1,3,13,2,0,0.0,2759.8,47.97,2,4
51.36,3,199746.96,0,5,5,4,8,2,4,0.0,0.0,49.65,11,10
42.1,0,176682.87,4,0,1,2,7,0,1,0.0,0.0,17.09,4,8
37.38,1,77771.93,0,6,2,4,1,4,2,0.0,0.0,50.22,8,9
41.26,10,190278.58,0,0,1,2,11,5,1,0.0,0.0,45.74,11,6
40.33,8,207761.2,3,1,3,1,10,3,3,0.0,0.0,48.69,4,11
18.28,4,41237.47,1,4,1,3,11,4,0,0.0,0.0,35.34,5,6
33.46,9,212837.44,1,7,0,3,7,2,1,0.0,0.0,28.8,9,5
59.01,7,89681.42,0,7,5,3,9,2,2,0.0,0.0,48.31,1,2
29.43,8,80986.39,3,3,0,0,11,3,0,8407.0,0.0,45.93,0,11
33.86,6,90548.52,0,6,3,1,3,4,3,0.0,0.0,35.83,3,11
30.96,5,266456.46,2,2,4,1,6,3,1,0.0,0.0,39.67,4,1
36.87,5,265869.46,3,6,2,2,2,4,0,0.0,0.0,36.04,0,5
30.42,7,144504.03,1,1,2,1,6,6,3,0.0,0.0,28.28,4,6
44.33,2,122476.15,4,0,3,3,4,0,2,0.0,0.0,21.09,0,7
40.57,3,90813.33,0,5,0,1,2,1,3,0.0,0.0,19.23,7,1
48.06,3,854926.79,4,2,1,0,12,1,1,0.0,0.0,49.38,7,11
24.34,0,57077.8,0,1,0,0,12,2,0,0.0,0.0,20.99,6,4
33.58,8,69027.09,0,0,4,2,0,4,2,0.0,0.0,40.17,1,6
35.07,4,125737.49,2,1,1,3,9,0,4,0.0,0.0,28.29,9,2
43.92,8,47793.87,1,2,3,1,4,4,4,0.0,0.0,42.29,2,9
27.69,2,228434.32,0,2,0,0,12,1,0,5375.78,0.0,38.93,1,10
49.9,10,30422.03,2,2,2,4,11,5,0,0.0,0.0,32.51,7,8
53.42,3,55765.32,1,7,0,4,6,3,4,0.0,0.0,50.52,0,10
25.14,0,71582.49,0,2,4,3,1,5,4,0.0,0.0,38.48,6,5
31.62,2,44190.46,0,6,1,3,12,4,1,7260.25,0.0,47.51,3,10
31.08,8,227017.1,1,7,1,4,6,1,2,1519.71,0.0,55.92,8,2
72.22,3,34475.65,1,2,2,2,3,5,0,0.0,0.0,45.3,2,0
32.41,1,45681.66,3,5,1,4,6,5,4,6144.3,0.0,34.06,3,5
59.81,6,57439.81,3,5,1,1,5,0,4,0.0,2633.05,47.59,8,4
21.53,6,193763.99,1,0,5,1,9,5,0,0.0,0.0,48.74,10,7
25.13,3,315519.74,2,3,3,0,2,2,0,0.0,0.0,43.91,11,7
29.07,6,149928.57,0,5,4,2,12,0,2,0.0,0.0,49.23,1,9
27.01,5,34511.41,1,7,5,3,6,3,0,0.0,0.0,32.68,6,4
34.52,10,60105.04,4,3,0,2,11,5,2,0.0,0.0,35.07,4,9
28.79,10,347203.09,4,0,4,0,0,3,2,0.0,0.0,49.33,8,6
27.35,9,101021.61,3,2,2,2,0,3,2,7673.03,0.0,45.17,7,0
53.06,2,31050.05,0,4,0,3,2,1,1,0.0,0.0,38.23,6,1
53.91,6,571047.35,2,5,4,3,0,3,4,0.0,0.0,26.12,10,9
50.34,4,62578.11,3,7,1,0,0,6,4,0.0,0.0,32.15,6,6
44.81,10,93225.3,4,6,2,4,1,3,2,0.0,0.0,44.17,11,10
39.21,7,57079.77,0,3,5,1,3,4,0,0.0,0.0,35.57,9,3
31.54,7,45960.72,2,2,1,0,13,5,1,0.0,0.0,54.62,5,2
25.61,9,278392.08,4,4,3,4,6,6,4,0.0,0.0,39.07,1,7
42.72,6,115494.95,2,2,2,4,0,0,0,0.0,0.0,18.29,2,3
22.74,9,127038.59,0,7,3,2,13,5,1,0.0,0.0,26.14,8,7
25.08,7,35467.9,2,7,0,1,2,6,2,0.0,0.0,22.38,7,7
52.99,8,77697.59,3,5,1,2,12,0,2,0.0,0.0,30.16,0,5
62.71,5,60016.74,0,3,5,2,11,2,0,0.0,0.0,42.23,4,5
43.11,8,50994.67,2,3,5,4,8,2,2,0.0,0.0,47.1,7,4
52.38,7,143465.52,2,5,1,4,11,0,0,0.0,0.0,46.46,3,10
34.8,5,75335.66,4,1,5,4,10,3,2,0.0,0.0,57.7,7,7
20.61,1,171803.56,0,5,1,0,6,6,4,0.0,0.0,50.46,4,10
45.96,5,175709.89,2,7,4,2,9,3,2,0.0,1422.88,35.01,0,0
45.4,9,69702.38,3,2,3,2,0,0,4,0.0,0.0,41.31,9,9
38.93,4,141940.97,4,6,5,2,5,2,3,0.0,0.0,39.54,3,8
34.85,5,68202.88,0,1,4,3,4,1,4,0.0,0.0,42.7,8,0
50.51,6,52557.96,1,6,5,2,0,4,4,0.0,0.0,44.4,2,5
25.19,10,42268.11,2,2,4,4,8,2,2,0.0,0.0,35.7,6,7
27.94,1,105744.17,4,3,5,2,2,0,2,0.0,0.0,28.81,11,0
24.89,4,54524.55,2,7,4,3,0,4,3,0.0,0.0,49.69,6,1
39.1,7,297305.79,1,7,1,1,12,3,4,0.0,0.0,37.18,0,9
23.86,8,362502.9,1,5,4,2,13,1,2,0.0,0.0,21.8,1,2
29.1,9,144341.74,3,6,2,4,13,0,0,18066.76,0.0,37.92,9,11
28.83,6,119947.45,4,7,2,2,8,3,0,0.0,0.0,43.04,8,3
34.61,2,100193.72,3,5,0,0,12,6,2,0.0,0.0,37.42,4,1
18.66,8,659333.33,2,7,1,1,10,6,4,0.0,0.0,37.64,8,8
39.13,8,474465.19,3,0,5,2,4,6,0,0.0,0.0,26.39,2,3
54.21,5,83812.09,0,1,1,4,9,0,4,0.0,0.0,44.97,1,0
39.76,2,84194.38,0,7,5,2,13,6,4,0.0,549.49,36.79,6,8
58.04,2,128225.48,2,5,5,1,0,3,2,0.0,0.0,42.76,4,0
55.34,2,38419.58,1,4,3,0,11,5,2,0.0,0.0,20.45,6,10
48.11,2,23390.44,4,1,5,1,9,2,1,592.61,0.0,45.64,7,2
38.97,9,33847.94,4,1,5,0,11,3,0,0.0,0.0,31.79,11,7
38.29,4,77547.1,3,1,2,2,2,4,0,0.0,0.0,55.93,11,7
47.93,2,46352.47,4,7,2,0,13,0,2,0.0,0.0,28.86,0,4
32.91,6,316122.63,3,2,4,2,8,5,4,0.0,0.0,41.15,8,1
17.0,6,30472.96,3,0,5,3,7,0,1,0.0,0.0,51.82,9,6
44.4,3,33915.53,2,6,0,2,7,3,4,0.0,0.0,63.31,8,9
23.3,8,22753.19,4,0,5,4,8,6,2,0.0,0.0,52.6,4,4
25.49,5,58909.16,0,1,5,0,0,4,3,0.0,0.0,32.56,8,1
38.0,10,71778.62,4,1,0,0,1,1,2,0.0,0.0,43.64,2,10
36.76,7,92628.48,4,1,4,4,5,0,4,945.22,0.0,27.43,8,6
19.64,4,96005.53,1,4,3,3,7,4,0,0.0,0.0,50.08,1,4
40.15,10,60028.13,2,2,5,0,6,2,2,0.0,0.0,44.82,3,5
50.56,6,42532.96,2,0,3,1,4,3,1,0.0,0.0,36.76,2,9
23.33,5,138010.55,1,3,0,2,2,6,3,0.0,0.0,28.71,7,7
54.54,5,48061.6,3,2,4,1,12,0,0,0.0,0.0,39.26,7,6
17.72,5,184413.07,4,7,3,0,11,1,3,0.0,0.0,25.41,9,1
65.53,3,30154.01,2,2,1,2,9,0,3,0.0,0.0,22.96,0,11
32.65,4,54256.03,4,4,2,0,8,2,3,0.0,0.0,61.75,4,6
39.89,10,505746.64,3,2,3,1,13,6,1,0.0,1247.01,47.38,5,5
17.0,10,564038.81,4,0,3,3,10,2,3,0.0,0.0,53.96,5,9
37.19,8,33228.06,1,0,2,4,1,6,3,0.0,0.0,34.28,3,2
40.97,8,259357.35,4,5,4,1,11,6,1,0.0,0.0,52.43,10,1
36.88,1,358912.57,0,2,4,3,3,6,4,0.0,0.0,22.41,9,6
30.68,3,231074.16,1,7,1,2,6,5,2,0.0,0.0,36.63,7,7
25.69,1,93577.17,2,0,2,2,8,5,0,0.0,0.0,29.15,10,11
52.7,8,21079.41,3,0,2,1,13,5,4,0.0,0.0,60.72,1,3
38.4,1,105637.17,4,1,4,1,3,4,4,0.0,0.0,49.92,11,0
58.03,0,137200.7,2,6,0,1,2,0,4,0.0,0.0,37.99,4,4
31.16,6,119459.47,0,3,3,3,2,1,0,0.0,0.0,44.25,6,4
32.35,5,144576.64,1,1,1,4,5,4,0,0.0,0.0,61.59,10,5
48.6,6,51550.67,1,3,2,1,10,0,1,0.0,0.0,30.34,11,4
17.0,9,67033.27,0,3,0,1,6,1,2,0.0,1822.97,16.41,3,8
22.22,5,14540.84,4,2,2,3,4,3,3,0.0,0.0,25.29,6,2
52.27,8,201224.64,0,0,2,1,7,0,3,0.0,0.0,30.89,7,0
22.76,6,48139.98,1,6,0,3,1,3,0,0.0,0.0,45.46,4,0
17.0,3,80880.59,4,7,0,0,1,2,4,0.0,0.0,48.49,0,11
62.29,8,120877.48,4,0,5,0,2,3,3,0.0,0.0,34.17,7,10
19.88,6,63041.01,0,1,4,2,8,0,4,0.0,0.0,36.45,7,0
40.39,8,41855.86,3,0,3,0,9,5,1,0.0,0.0,39.66,11,6
38.9,9,121137.34,2,1,4,0,10,6,2,0.0,0.0,48.4,5,1
17.0,1,23699.93,3,5,4,2,12,1,2,0.0,0.0,25.53,0,8
34.52,9,182312.97,0,2,1,4,6,1,2,0.0,0.0,28.4,0,4
43.83,5,167435.58,4,4,5,1,4,5,1,0.0,0.0,57.21,5,4
42.61,1,63590.71,2,0,3,3,10,1,1,0.0,0.0,54.7,6,9
49.75,5,66488.07,4,7,2,0,4,0,4,0.0,0.0,49.48,5,6
32.96,10,44792.24,1,0,5,0,4,5,4,0.0,0.0,9.88,10,4
47.26,10,72710.8,1,0,5,2,11,2,0,0.0,0.0,46.46,0,11
29.04,1,84064.11,1,1,5,0,8,2,1,0.0,0.0,36.55,10,10
19.66,6,76513.65,1,0,0,0,11,6,2,0.0,0.0,43.46,8,5
21.13,8,314560.71,0,0,4,3,12,6,1,4137.73,0.0,28.72,11,10
18.99,6,24361.4,3,7,0,2,8,2,4,0.0,0.0,48.9,6,7
51.12,2,47742.73,0,1,1,0,11,4,3,5215.77,0.0,41.16,3,4
18.31,5,177218.5,3,5,0,0,10,2,2,0.0,0.0,49.7,9,5
41.56,0,510897.0,1,5,2,1,8,4,2,0.0,0.0,65.6,2,4
34.54,4,49453.5,4,1,1,4,13,6,4,0.0,0.0,44.12,10,1
36.67,7,221838.34,4,3,2,0,4,3,3,0.0,4.34,48.98,10,9
55.73,7,39336.3,1,5,2,0,4,6,3,0.0,0.0,21.85,1,6
32.3,0,72295.96,2,2,0,0,7,4,0,0.0,0.0,39.38,5,10
45.95,5,99521.58,0,2,2,2,13,5,1,0.0,0.0,55.52,1,1
38.49,3,56816.8,1,5,2,0,8,3,3,0.0,0.0,38.71,8,2
36.02,1,70587.74,1,7,1,2,4,2,4,0.0,0.0,52.1,2,9
67.9,9,33160.73,3,7,2,2,1,5,0,0.0,0.0,21.71,8,10
19.26,10,169301.32,0,2,2,2,1,1,4,0.0,0.0,45.61,5,4
54.76,6,48125.27,2,2,0,4,11,4,1,0.0,0.0,47.42,5,5
46.53,8,58041.99,4,4,3,1,8,4,3,5144.17,0.0,31.03,11,9
31.77,10,52809.42,2,2,3,1,1,1,2,0.0,0.0,21.36,3,1
59.18,9,55104.25,3,2,2,4,9,3,3,0.0,0.0,24.79,3,10
17.0,10,110815.35,0,5,2,3,12,6,4,0.0,0.0,48.86,5,2
31.22,9,103796.96,4,6,3,1,5,2,0,0.0,0.0,37.46,9,11
22.29,2,740352.46,1,1,4,1,3,2,4,0.0,0.0,37.6,2,5
43.36,4,81140.31,4,1,1,1,2,2,3,0.0,0.0,32.46,5,11
23.53,4,91095.13,1,1,4,2,1,1,2,0.0,0.0,44.09,2,3
43.63,2,287677.59,2,0,4,2,5,5,4,0.0,0.0,35.52,4,2
35.58,8,118173.33,1,7,0,2,5,3,0,0.0,0.0,39.78,0,10
31.77,8,91219.27,3,7,1,0,13,1,3,9077.19,0.0,28.94,1,5
43.05,7,88712.24,2,7,3,4,11,6,3,0.0,0.0,32.77,11,10
34.51,1,115287.82,4,7,4,2,8,6,2,2431.61,1543.07,40.71,9,0
23.85,0,215306.89,2,1,0,2,12,4,2,0.0,0.0,41.56,0,8
74.42,0,289606.33,1,2,0,2,13,6,4,0.0,0.0,46.12,6,10
31.67,8,225309.37,3,0,4,1,3,6,3,0.0,0.0,29.37,5,6
17.0,9,143415.86,2,6,1,4,1,5,4,0.0,0.0,32.17,0,11
27.05,10,116845.62,1,5,1,4,4,4,1,0.0,0.0,16.93,3,5
21.53,4,504098.5,0,1,5,1,11,5,3,0.0,0.0,48.11,11,5
48.74,2,67536.81,1,0,2,4,12,6,4,0.0,0.0,41.52,4,3
42.18,2,172575.08,2,3,1,2,13,2,3,0.0,0.0,39.62,4,3
43.18,2,252551.53,1,3,1,0,5,0,0,0.0,0.0,44.57,3,5
33.19,10,227622.85,3,7,4,1,5,6,2,0.0,0.0,45.07,8,0
34.37,0,53641.87,4,2,4,2,12,5,0,0.0,0.0,34.56,3,8
33.18,5,938557.52,0,5,3,2,8,3,0,0.0,0.0,52.15,1,4
36.94,7,375657.19,2,4,4,3,2,0,2,0.0,0.0,39.53,10,7
48.86,7,230495.25,3,3,0,1,0,3,2,0.0,0.0,35.0,3,7
42.37,7,44128.27,4,6,5,0,7,2,1,17642.4,0.0,41.81,2,7
44.5,5,216169.22,1,6,5,0,4,4,0,0.0,0.0,30.81,9,8
44.49,7,15535.06,4,7,2,1,3,6,2,0.0,0.0,54.42,0,8
49.5,1,81980.01,3,7,4,0,2,3,0,0.0,0.0,30.42,7,7
41.75,3,107509.54,1,6,2,1,5,1,0,0.0,0.0,30.72,11,10
42.67,1,68915.5,4,5,2,1,12,6,1,0.0,0.0,24.73,8,4
53.45,2,350334.0,4,2,3,2,2,2,2,0.0,0.0,52.68,2,9
29.35,9,107259.26,0,0,0,3,5,1,1,0.0,0.0,10.42,10,4
26.88,0,45753.55,0,5,0,3,12,6,0,0.0,0.0,23.25,7,2
22.58,0,180322.9,0,5,0,4,7,2,4,0.0,0.0,56.1,11,0
40.38,6,135772.15,2,0,3,1,9,4,3,0.0,0.0,34.66,5,8
17.0,0,24280.43,4,3,5,3,12,5,4,0.0,0.0,41.68,3,1
44.01,8,287898.78,0,4,4,1,10,1,2,0.0,0.0,43.4,5,8
36.58,7,107047.83,1,3,5,0,6,3,4,0.0,0.0,25.8,7,8
52.75,1,217119.84,0,3,4,4,3,4,1,0.0,0.0,40.52,6,1
29.27,9,137093.82,0,7,2,4,1,4,0,0.0,0.0,35.09,4,5
35.36,4,75396.18,1,4,3,3,6,0,2,0.0,0.0,42.68,4,9
52.59,1,138606.99,1,1,2,1,0,4,0,0.0,0.0,32.74,4,5
55.98,7,91070.98,2,4,1,3,12,2,3,0.0,0.0,46.66,7,2
29.16,6,124571.58,3,5,5,1,1,4,3,3429.0,0.0,37.1,10,1
40.36,9,159692.9,1,1,2,1,6,5,3,0.0,0.0,40.71,8,7
41.83,9,111027.13,0,4,0,3,9,0,2,0.0,0.0,28.94,11,4
42.86,10,143212.98,3,2,2,2,2,3,4,0.0,0.0,41.04,7,0
34.59,2,73301.34,4,5,5,2,4,6,0,0.0,0.0,67.15,3,7
54.66,8,62495.69,2,2,1,1,9,0,0,0.0,0.0,39.97,4,0
17.0,1,183481.48,0,0,3,0,13,4,0,0.0,0.0,52.41,5,7
32.53,2,314943.51,1,0,3,1,3,5,4,0.0,0.0,65.15,10,3
43.82,2,65251.24,3,7,2,3,4,1,4,0.0,0.0,38.92,11,1
43.94,10,127024.29,0,0,3,4,12,1,0,0.0,0.0,43.29,3,3
55.59,1,31975.99,2,1,3,2,5,3,2,0.0,0.0,21.88,0,10
53.58,6,418224.08,1,7,2,2,4,1,4,0.0,0.0,41.05,5,2
34.29,9,246920.12,0,0,0,1,0,3,2,0.0,3364.27,55.08,5,10
54.9,9,61880.24,4,6,2,1,4,3,1,0.0,0.0,42.94,2,2
28.72,9,74434.95,1,7,2,3,7,6,3,0.0,0.0,24.53,3,4
50.1,2,259733.23,3,7,2,3,1,3,3,0.0,0.0,51.78,0,6
61.54,0,113634.07,1,3,1,3,11,4,3,0.0,0.0,50.27,11,2
53.79,10,163772.47,0,7,4,4,3,2,3,0.0,0.0,59.75,1,3
39.38,2,44848.06,4,0,0,4,0,6,2,0.0,0.0,50.52,6,6
33.69,8,156612.47,2,3,4,2,0,3,4,0.0,0.0,41.74,5,4
18.13,6,87652.15,2,1,4,3,0,2,4,16386.16,0.0,54.66,7,9
42.04,5,125376.84,4,6,0,0,2,3,4,0.0,0.0,34.41,4,11
23.5,2,71825.2,3,2,3,3,5,3,3,4907.9,0.0,40.89,1,8
27.69,3,83384.75,1,5,2,4,7,0,0,0.0,0.0,47.69,5,5
22.52,2,107269.74,4,6,1,3,1,5,4,9390.22,0.0,38.99,7,6
32.01,10,61814.5,2,7,1,2,2,0,0,0.0,0.0,32.68,9,1
37.64,8,606004.77,2,7,2,2,12,4,2,0.0,0.0,55.11,0,3
41.56,9,42453.87,0,0,0,2,2,6,2,0.0,0.0,28.54,11,2
30.19,3,147249.46,4,0,2,1,0,3,3,0.0,0.0,41.74,6,7
51.9,6,125767.02,2,5,1,2,9,5,1,0.0,0.0,31.78,5,7
35.29,5,181449.97,3,4,2,2,1,2,0,0.0,889.15,48.61,6,6
27.76,7,13353.78,4,2,1,4,12,1,4,0.0,0.0,46.06,1,5
40.94,0,25602.58,1,6,1,3,2,2,1,0.0,0.0,29.87,7,4
63.53,6,63655.44,4,4,0,1,6,0,3,16.55,0.0,22.44,2,9
42.36,0,206116.28,4,0,5,3,11,4,4,0.0,0.0,45.24,0,5
33.28,10,79919.32,3,3,0,1,3,1,3,14461.09,0.0,36.64,6,2
18.14,7,77354.65,2,5,0,3,12,4,4,0.0,0.0,26.33,9,5
35.15,9,99970.45,1,6,3,1,0,5,0,0.0,0.0,53.54,4,7
41.05,0,50372.17,3,6,2,0,0,0,4,0.0,0.0,35.61,0,11
32.96,6,143781.12,4,7,2,3,9,0,0,0.0,0.0,35.94,0,10
17.0,2,115104.3,1,4,5,3,13,6,0,0.0,0.0,49.61,11,4
26.94,0,147550.24,3,3,3,1,3,3,0,0.0,0.0,22.7,3,5
56.91,8,332017.49,0,5,4,1,13,2,2,0.0,0.0,44.64,4,8
56.64,1,82113.48,3,0,1,3,2,0,1,0.0,0.0,43.62,8,0
26.47,3,107811.58,1,2,4,0,3,6,1,0.0,0.0,40.99,1,0
46.75,9,44875.56,0,3,4,2,10,3,4,0.0,0.0,36.12,8,9
22.68,2,36237.9,3,1,2,1,13,3,3,2536.17,252.98,52.37,2,0
56.26,0,98131.87,2,3,0,4,13,1,0,0.0,0.0,18.58,11,5
41.19,3,107187.63,3,2,4,1,1,3,2,0.0,0.0,33.45,1,6
50.35,3,171359.83,2,2,0,3,11,2,1,0.0,0.0,57.49,7,4
17.0,6,156417.17,4,3,3,2,0,6,4,0.0,0.0,50.68,1,4
46.81,5,120992.48,2,7,2,2,9,2,0,0.0,0.0,55.13,11,6
37.9,3,379989.51,4,3,0,0,6,0,2,0.0,0.0,40.25,6,8
49.08,9,76905.68,2,3,0,4,3,4,0,0.0,0.0,45.88,7,10
49.89,9,84820.33,4,1,2,2,1,6,0,0.0,0.0,53.58,1,5
38.86,8,123821.86,3,2,1,3,7,1,1,0.0,0.0,33.28,2,11
30.19,7,38287.42,2,4,0,1,2,1,1,0.0,0.0,31.8,5,8
48.14,10,171160.79,0,4,2,4,13,4,2,8639.5,0.0,42.41,7,11
37.22,6,104522.34,2,6,5,4,12,1,2,0.0,0.0,42.81,0,11
26.65,6,106104.28,4,5,0,1,13,1,2,0.0,0.0,51.93,5,3
26.04,4,152396.29,1,4,3,0,1,4,4,0.0,0.0,35.44,7,9
18.8,6,133349.09,0,2,3,1,2,2,3,0.0,0.0,29.37,11,5
31.37,5,137150.18,1,6,0,1,7,2,4,0.0,0.0,58.61,1,4
52.33,3,72276.56,1,7,3,4,13,2,4,0.0,0.0,45.99,5,3
40.31,0,346479.66,0,0,5,4,13,0,1,0.0,0.0,38.39,2,9
31.11,10,30646.57,3,6,3,0,5,3,4,0.0,0.0,30.45,11,1
48.46,7,57041.58,3,3,0,3,1,2,0,0.0,375.0,54.27,6,7
27.18,8,63449.46,2,7,3,0,12,2,3,0.0,0.0,49.94,10,3
39.24,1,55462.31,0,1,4,3,8,3,3,0.0,0.0,36.2,5,2
35.66,8,24409.32,0,2,1,1,1,4,2,0.0,0.0,50.49,3,3
48.13,4,367781.49,2,7,0,4,1,2,2,0.0,0.0,39.84,7,11
17.5,4,165049.64,2,0,0,0,0,5,1,0.0,0.0,46.56,7,0
26.95,3,59570.81,3,6,2,1,0,4,3,2110.68,0.0,42.77,4,0
17.0,8,172428.93,3,3,3,3,7,2,0,0.0,0.0,40.87,9,4
34.63,0,86818.92,2,4,1,4,13,6,1,355.71,4366.63,30.54,10,9
53.75,7,78213.79,3,3,3,4,13,4,1,0.0,0.0,1.75,5,1
31.43,6,45795.06,4,1,4,1,7,6,3,0.0,0.0,52.0,3,6
31.36,0,100086.75,4,6,5,3,5,4,4,0.0,0.0,41.18,8,2
49.33,8,59525.17,1,7,3,4,4,0,4,0.0,0.0,34.57,4,8
51.89,5,45353.93,1,4,2,3,4,0,4,0.0,0.0,39.63,8,2
36.85,0,212028.32,0,5,0,1,7,3,4,0.0,0.0,38.37,9,6
46.9,10,51132.85,1,2,1,3,11,2,0,0.0,0.0,15.73,7,1
24.0,9,303650.06,2,1,5,4,8,3,1,0.0,0.0,43.4,5,6
55.91,0,55730.25,3,2,0,1,10,6,0,0.0,0.0,51.37,11,5
65.93,5,29662.25,3,1,4,3,7,2,2,0.0,0.0,45.99,10,2
44.78,3,150248.21,1,3,4,2,6,3,3,0.0,0.0,15.38,2,5
17.0,6,69049.55,3,6,5,2,4,6,0,0.0,0.0,17.72,11,9
30.74,6,27871.09,4,7,0,2,10,5,2,0.0,0.0,33.39,3,7
45.97,0,121027.01,1,1,1,0,12,5,0,0.0,0.0,19.12,8,9
32.52,6,34726.99,1,0,0,2,13,0,0,0.0,0.0,45.89,6,3
54.54,7,20103.55,1,3,5,3,1,3,0,0.0,2219.97,31.14,2,9
45.65,7,169673.14,3,3,5,3,2,5,4,0.0,0.0,53.29,8,1
28.82,2,324875.06,4,1,3,1,1,5,1,0.0,0.0,62.14,7,2
38.42,5,71986.73,3,6,2,1,4,2,3,0.0,0.0,50.51,7,6
26.38,6,260227.31,1,2,5,1,12,6,0,0.0,0.0,40.05,4,5
35.63,7,187518.75,1,1,1,0,10,5,2,22791.78,0.0,28.18,2,9
30.79,1,168348.18,3,6,5,1,9,6,3,0.0,0.0,40.74,8,7
53.27,6,86183.74,1,4,2,3,11,5,2,0.0,0.0,30.48,7,5
65.51,8,61272.95,3,6,2,3,3,4,2,0.0,0.0,22.95,8,11
19.39,9,130001.02,2,4,3,2,8,6,4,0.0,0.0,34.32,4,3
17.0,10,165779.19,3,4,2,3,11,4,3,0.0,0.0,26.21,8,5
34.81,10,36008.08,2,2,5,2,8,3,1,0.0,0.0,38.45,3,3
18.26,3,76158.12,1,1,4,4,13,5,1,0.0,0.0,31.33,2,4
38.6,8,84840.88,3,0,3,3,10,5,3,0.0,0.0,30.17,8,4
47.74,9,78766.7,0,7,1,0,10,4,0,0.0,1425.68,39.31,0,6
57.42,6,57521.54,4,3,1,3,10,3,4,0.0,0.0,46.89,9,3
40.62,6,33992.52,4,0,4,1,8,6,4,0.0,0.0,50.92,7,5
35.49,4,77388.28,2,3,1,0,5,0,2,0.0,0.0,33.43,3,0
17.0,6,79048.94,0,7,4,4,13,5,3,0.0,0.0,35.84,0,11
38.34,2,67628.95,1,7,5,1,4,4,3,0.0,0.0,21.44,5,4
38.93,2,165953.99,4,3,1,2,2,1,3,0.0,0.0,58.62,0,0
46.31,10,33027.76,2,4,2,4,10,0,3,0.0,0.0,61.1,6,6
28.79,4,123539.3,3,0,2,1,0,1,1,0.0,0.0,38.65,4,10
32.34,3,23506.11,2,0,3,0,7,4,1,0.0,0.0,47.87,0,5
18.79,1,93620.35,4,0,0,1,3,2,2,1768.22,0.0,24.14,9,9
17.0,1,16244.65,3,3,0,0,5,2,0,0.0,0.0,43.42,1,4
23.59,7,48441.59,1,6,5,3,12,4,4,0.0,0.0,35.38,6,4
17.59,3,96997.61,4,0,4,3,5,3,2,0.0,1223.86,44.03,1,10
42.38,9,31570.88,4,7,3,2,7,4,2,0.0,0.0,44.04,10,1
31.26,6,31734.86,2,0,3,3,4,4,1,0.0,0.0,34.66,2,1
31.0,8,216536.75,0,4,4,2,5,0,0,0.0,0.0,26.33,3,6
25.2,5,27543.97,1,2,5,0,9,2,0,0.0,0.0,65.11,8,5
17.0,4,89763.36,3,6,3,2,7,4,4,0.0,0.0,40.27,8,2
57.61,0,321525.73,2,1,0,0,12,3,1,0.0,0.0,31.39,5,8
25.0,8,110629.0,2,0,2,4,0,5,0,1110.28,0.0,32.41,7,5
32.64,9,101028.18,2,5,1,4,4,1,2,0.0,0.0,45.05,6,4
19.09,1,55779.56,3,6,1,3,1,3,0,0.0,0.0,26.0,3,4
50.64,10,55932.31,3,2,3,4,1,1,2,0.0,0.0,43.87,7,4
39.86,1,86316.86,4,3,5,4,10,1,3,0.0,0.0,34.96,3,9
27.26,3,19985.42,0,0,0,2,4,6,4,0.0,0.0,53.69,7,11
32.9,7,221943.43,1,1,0,1,3,6,3,0.0,0.0,26.9,8,5
59.82,5,116547.73,2,5,0,0,13,3,2,0.0,0.0,55.5,6,8
37.05,0,24386.11,4,4,3,2,8,6,1,0.0,0.0,31.27,5,1
35.64,10,224317.88,0,4,1,0,0,5,2,0.0,0.0,32.5,5,1
25.76,1,169972.99,0,6,4,1,6,4,0,0.0,0.0,51.48,10,8
17.0,4,140262.52,3,6,1,3,1,5,4,0.0,0.0,27.79,8,0
35.92,8,590668.61,3,1,1,4,10,4,3,0.0,0.0,35.64,8,0
42.23,8,106624.54,2,6,0,4,4,0,2,0.0,1027.88,46.38,6,8
52.29,6,335752.3,3,4,3,3,13,0,1,0.0,0.0,49.72,6,7
17.0,8,100751.17,2,7,3,1,6,5,2,0.0,0.0,33.1,4,10
23.37,3,141767.1,1,6,5,4,10,6,4,0.0,0.0,38.07,9,0
30.45,4,63406.77,0,5,3,4,4,4,2,0.0,0.0,32.46,9,0
37.95,9,21845.32,1,5,2,3,1,6,2,0.0,0.0,57.87,3,4
36.11,3,22896.34,3,6,1,1,1,5,0,0.0,0.0,41.78,4,10
36.42,9,92267.05,4,2,5,2,13,0,4,0.0,0.0,39.27,11,4
43.31,8,81649.8,3,6,2,4,1,5,1,0.0,0.0,36.17,8,3
26.26,5,38408.11,1,6,4,3,12,4,1,0.0,0.0,46.76,10,0
50.14,7,79084.09,1,6,2,0,6,5,3,0.0,0.0,49.0,8,2
43.63,4,141507.57,1,0,1,2,12,0,2,0.0,0.0,51.92,1,6
33.84,0,277266.75,0,2,5,2,2,0,0,0.0,0.0,61.92,3,8
